"CL"|No |"73895869"|"137063444"
"CL"|Yes|"73895871"|"137063447"
"SC"|No |"73895871"|"137063448"
"SC"|Yes|"73895872"|"137063449"
"SM"|No |"73895872"|"137063450"
"ML"|Yes|"73895870"|"137063445"
"SM"|No |"73895870"|"137063446"
"SC-SM"|No |"73895874"|"137063454"
"SC"|Yes|"73895874"|"137063455"
"SM"|No |"73895874"|"137063456"
"SC-SM"|No |"73895875"|"137063457"
"SM"|Yes|"73895875"|"137063458"
"SC-SM"|No |"73895873"|"137063451"
"SC"|Yes|"73895873"|"137063452"
"SM"|No |"73895873"|"137063453"
"CL"|No |"73895877"|"137063462"
"SC"|Yes|"73895877"|"137063463"
"ML"|No |"73895876"|"137063459"
"SM"|Yes|"73895876"|"137063460"
"OH"|No |"73895876"|"137063461"
"SC-SM"|No |"73895878"|"137063464"
"SC"|Yes|"73895878"|"137063465"
"SC"|Yes|"73895880"|"137063469"
"CL"|No |"73895880"|"137063470"
"SM"|Yes|"73895879"|"137063466"
"ML"|No |"73895879"|"137063467"
"SC-SM"|No |"73895879"|"137063468"
"MH"|No |"73894369"|"137060504"
"SM"|Yes|"73894369"|"137060505"
"ML"|No |"73894369"|"137060506"
"ML"|No |"73894371"|"137060510"
"SM"|Yes|"73894371"|"137060511"
"MH"|No |"73894370"|"137060507"
"SM"|Yes|"73894370"|"137060508"
"ML"|No |"73894370"|"137060509"
"ML"|No |"73894375"|"137060520"
"SM"|Yes|"73894375"|"137060521"
"MH"|No |"73894372"|"137060512"
"SM"|No |"73894372"|"137060513"
"ML"|Yes|"73894372"|"137060514"
"MH"|No |"73894373"|"137060515"
"ML"|Yes|"73894373"|"137060516"
"SM"|No |"73894373"|"137060517"
"ML"|No |"73894374"|"137060518"
"SM"|Yes|"73894374"|"137060519"
"SC"|No |"73895079"|"137061907"
"CL"|Yes|"73895079"|"137061908"
"SM"|No |"73895082"|"137061912"
"SC"|Yes|"73895082"|"137061913"
"CH"|No |"73895080"|"137061909"
"CL"|Yes|"73895080"|"137061910"
"CL"|Yes|"73895081"|"137061911"
"SC"|Yes|"73895083"|"137061914"
"SM"|No |"73895083"|"137061915"
"SC"|Yes|"73895085"|"137061917"
"SC"|Yes|"73895084"|"137061916"
"SC"|Yes|"73895088"|"137061920"
"ML"|No |"73895087"|"137061918"
"SM"|Yes|"73895087"|"137061919"
"SC"|Yes|"73894714"|"137061248"
"SC"|Yes|"73894715"|"137061249"
"SC"|Yes|"73894713"|"137061246"
"SM"|No |"73894713"|"137061247"
"CL"|Yes|"73894718"|"137061254"
"SC"|No |"73894716"|"137061250"
"CL"|Yes|"73894716"|"137061251"
"SM"|No |"73894719"|"137061255"
"SC"|Yes|"73894719"|"137061256"
"CH"|No |"73894717"|"137061252"
"CL"|Yes|"73894717"|"137061253"
"ML"|No |"73894721"|"137061257"
"SC-SM"|No |"73894721"|"137061258"
"SM"|Yes|"73894721"|"137061259"
"SC"|Yes|"73894722"|"137061260"
"GM"|No |"73894745"|"137061302"
"GP-GM"|No |"73894745"|"137061303"
"SM"|No |"73894745"|"137061304"
"SP-SM"|Yes|"73894745"|"137061305"
"SM"|Yes|"73894744"|"137061301"
"SM"|Yes|"73894746"|"137061306"
"GM"|No |"73894747"|"137061307"
"GP-GM"|No |"73894747"|"137061308"
"SM"|No |"73894747"|"137061309"
"SP-SM"|Yes|"73894747"|"137061310"
"SC"|Yes|"73897270"|"137065824"
"SC"|Yes|"73897269"|"137065823"
"SM"|Yes|"73897268"|"137065822"
"SC"|Yes|"73897272"|"137065826"
"SC"|Yes|"73897273"|"137065827"
"SM"|Yes|"73897271"|"137065825"
"SC"|Yes|"73897279"|"137065834"
"SM"|No |"73897279"|"137065835"
"SC"|Yes|"73897276"|"137065830"
"SM"|No |"73897276"|"137065831"
"PT"|Yes|"73897277"|"137065832"
"SC-SM"|Yes|"73897275"|"137065829"
"SM"|Yes|"73897274"|"137065828"
"SM"|Yes|"73897278"|"137065833"
"SC-SM"|No |"73897281"|"137065837"
"SM"|Yes|"73897281"|"137065838"
"SC-SM"|Yes|"73897280"|"137065836"
"SC"|Yes|"73897282"|"137065839"
"CL-ML"|No |"73897285"|"137065841"
"SC-SM"|Yes|"73897285"|"137065842"
"SM"|No |"73897285"|"137065843"
"SM"|Yes|"73897284"|"137065840"
"SM"|Yes|"73897290"|"137065849"
"OH"|No |"73897290"|"137065850"
"OL"|No |"73897290"|"137065851"
"SC-SM"|Yes|"73897288"|"137065844"
"SC-SM"|No |"73897289"|"137065845"
"CL-ML"|No |"73897289"|"137065846"
"SC"|Yes|"73897289"|"137065847"
"CL"|No |"73897289"|"137065848"
"SM"|Yes|"73897291"|"137065852"
"SC-SM"|No |"73897291"|"137065853"
"SC"|Yes|"73897292"|"137065854"
"SC-SM"|No |"73897162"|"137065676"
"SM"|Yes|"73897162"|"137065677"
"SC"|Yes|"73897163"|"137065678"
"SM"|Yes|"73897165"|"137065679"
"CL-ML"|No |"73897166"|"137065680"
"SC-SM"|Yes|"73897166"|"137065681"
"SM"|No |"73897166"|"137065682"
"CL-ML"|No |"73897171"|"137065684"
"SC"|Yes|"73897171"|"137065685"
"SC-SM"|No |"73897171"|"137065686"
"CL"|No |"73897171"|"137065687"
"OL"|No |"73897172"|"137065688"
"SM"|Yes|"73897172"|"137065689"
"OH"|No |"73897172"|"137065690"
"SC-SM"|Yes|"73897170"|"137065683"
"SC-SM"|Yes|"73897177"|"137065696"
"PT"|Yes|"73897173"|"137065691"
"SC"|Yes|"73897178"|"137065697"
"SM"|No |"73897178"|"137065698"
"SC"|Yes|"73897175"|"137065693"
"SM"|No |"73897175"|"137065694"
"SM"|Yes|"73897174"|"137065692"
"SM"|Yes|"73897176"|"137065695"
"SC"|Yes|"73897180"|"137065700"
"SC"|Yes|"73897181"|"137065701"
"SM"|Yes|"73897179"|"137065699"
"SC"|Yes|"73897183"|"137065703"
"SC"|Yes|"73897184"|"137065704"
"SM"|Yes|"73897182"|"137065702"
"SC"|Yes|"73897187"|"137065708"
"SC-SM"|Yes|"73897185"|"137065705"
"SC-SM"|No |"73897186"|"137065706"
"SM"|Yes|"73897186"|"137065707"
"SM"|Yes|"73896414"|"137064359"
"CL-ML"|No |"73896415"|"137064360"
"SC-SM"|Yes|"73896415"|"137064361"
"SM"|No |"73896415"|"137064362"
"SC"|Yes|"73896417"|"137064366"
"CL"|No |"73896417"|"137064367"
"SC-SM"|No |"73896417"|"137064368"
"CL-ML"|No |"73896417"|"137064369"
"OL"|No |"73896416"|"137064363"
"SM"|Yes|"73896416"|"137064364"
"OH"|No |"73896416"|"137064365"
"SC-SM"|Yes|"73896418"|"137064370"
"SC"|Yes|"73896421"|"137064372"
"SM"|Yes|"73896420"|"137064371"
"SC"|Yes|"73896424"|"137064375"
"SC"|Yes|"73896423"|"137064374"
"SM"|Yes|"73896422"|"137064373"
"SC"|Yes|"73896428"|"137064379"
"SM"|No |"73896428"|"137064380"
"SC"|Yes|"73896429"|"137064381"
"SM"|No |"73896429"|"137064382"
"PT"|Yes|"73896430"|"137064383"
"SC-SM"|Yes|"73896427"|"137064378"
"SM"|Yes|"73896425"|"137064376"
"SM"|Yes|"73896426"|"137064377"
"SC"|Yes|"73896433"|"137064386"
"SC-SM"|No |"73896432"|"137064384"
"SM"|Yes|"73896432"|"137064385"
"SC"|Yes|"73896435"|"137064389"
"SC-SM"|Yes|"73896436"|"137064390"
"SC-SM"|No |"73896434"|"137064387"
"SM"|Yes|"73896434"|"137064388"
